accuracy,loss,val_accuracy,val_loss
0.6875,0.6059279441833496,0.8333333134651184,0.4466879665851593
0.8263888955116272,0.45687949657440186,0.8708333373069763,0.40905705094337463
0.8680555820465088,0.40363413095474243,0.8541666865348816,0.4365793466567993
0.8666666746139526,0.3998051583766937,0.875,0.40169423818588257
0.8805555701255798,0.38382628560066223,0.875,0.38257119059562683
0.875,0.3982986807823181,0.875,0.3927684724330902
0.8791666626930237,0.3736776113510132,0.8666666746139526,0.37617501616477966
